original_size,width,height,input_scaling,leak_rate,damping,error,KR,MC,Input_type
60,10,6,-0.165955990594852,0.000114374817344887,0.720324493442158,0.0637043348716008,2,0,"c"
60,10,6,-0.128010195715992,0.549662477878709,0.0259262318278913,0.0561246525455282,43,0,"c"
60,10,6,0.101595805149151,0.290904738912944,0.708147822618105,0.014888928165486,4,8.01970194832436,"c"
60,10,6,0.934059678027353,0.972684359964884,0.547232249175722,0.0237708615989258,16,6.42321713078357,"c"
60,10,6,-0.556013657820521,0.206719155339426,0.870732306177376,0.0205489195775877,6,5.71277793657799,"c"
60,10,6,0.785720302872003,0.821229123057832,0.331979805301177,0.0256632798722791,26,8.0490001129609,"c"
60,10,6,-0.847383421252086,0.438409231440893,0.779918792240115,0.0219395746006738,8,6.84288370853314,"c"
60,10,6,0.746858805583632,0.86919454021392,0.968540662820932,0.0212053312307918,7,6.72319859962242,"c"
60,10,6,-0.9792516922286,0.495773293134146,0.501874592148739,0.0234033821666669,15,5.97905290174263,"c"
60,10,6,0.542641286533492,0.633648234926275,0.0207519493594015,0.0579884171823322,27,0,"c"
60,10,6,-0.639460622246462,0.463218526498345,0.0194752414876246,0.0615925649863439,17,0,"c"
60,10,6,-0.691674315240655,0.263315015185135,0.740049696515405,0.0208412394272449,7,6.65075348084311,"c"
60,10,6,0.55540482114764,0.824278532661369,0.237541220034912,0.0268802674617558,31,11.0351933796909,"c"
60,10,6,0.0278866875453805,0.870427685724813,0.773165052079297,0.0151413415110249,4,10.4687566676761,"c"
60,10,6,0.697635394537157,0.0543632143064314,0.178895924920998,0.0234863719789481,22,0,"c"
60,10,6,-0.553417841692922,0.550701456581181,0.523163341400676,0.0196686233239447,10,9.70944148124621,"c"
60,10,6,-0.410669994625781,0.191520786947495,0.530586755605294,0.0182884653855664,7,7.54035803227352,"c"
60,10,6,0.300748483479183,0.878601470921552,0.505453373734843,0.0175602820367444,10,10.2555562020235,"c"
60,10,6,-0.804932796501097,0.246937973166327,0.761249716674856,0.0215125218318235,7,6.47289741466532,"c"
60,10,6,0.176261602154548,0.891530729474708,0.897713727909418,0.0151342112016137,5,8.51155832078018,"c"
60,10,6,-0.902550238381745,0.72096634683123,0.289109659789817,0.0300734046112049,32,3.34113674352584,"c"
60,10,6,-0.583078925282315,0.420538035314375,0.481681061763366,0.0198837636159008,11,6.29007944068556,"c"
60,10,6,0.0345957676931785,0.765459759396907,0.946962603814814,0.0147619315299012,4,8.88814364184362,"c"
60,10,6,0.920034606671837,0.999867292623879,0.699512049949576,0.0231634109413801,12,5.59118582313033,"c"
60,10,6,0.740248273254424,0.278838940701069,0.58227692867256,0.0215064768739033,9,4.89279034112822,"c"
60,10,6,-0.384130094750058,0.768297661537973,0.519391479305301,0.0181624984819731,10,10.1094853595355,"c"
60,10,6,-0.148557178962208,0.73539729019968,0.814583740494553,0.0146760316731062,5,8.71662398730217,"c"
60,10,6,0.458027484578238,0.124967092009241,0.561239602327641,0.0191538694659318,7,6.63933593824073,"c"
60,10,6,0.727519971140166,0.073256388083736,0.284905965227627,0.0214316609400574,13,4.30651828564012,"c"
60,10,6,0.28828707213667,0.663047905335669,0.380748489635117,0.0188101664275272,12,12.208685804772,"c"
60,10,6,-0.427892356678969,0.770312932218878,0.958105566519,0.0182723189872993,6,6.53300568174687,"c"
60,10,6,0.717778534586079,0.555128777998597,0.37271115497528,0.0227725178596126,19,7.87197714222384,"c"
60,10,6,-0.50297974512454,0.410940802996541,0.449975421050795,0.0192981444442169,11,10.4034698054411,"c"
60,10,6,-0.922876638237181,0.0927037553341333,0.780100460524675,0.0223511852851499,6,2.72987455536678,"c"
60,10,6,-0.0838901035518189,0.231487045035562,0.308349606964912,0.0156092917316914,7,15.2931116426325,"c"
60,10,6,0.457014383191451,0.952180667406014,0.601614212370213,0.0188783513409348,10,9.27556851692615,"c"
60,10,6,0.888993205714614,0.192795028957158,0.464098174304408,0.0215329392225805,12,4.92208173907912,"c"
60,10,6,-0.230453760966512,0.94419963580742,0.859707846590619,0.0159904964288124,6,6.58775295872923,"c"
60,10,6,0.0937783122907094,0.820401879898381,0.797899021282605,0.0150481573240255,5,8.44431801507042,"c"
60,10,6,-0.184625943839428,0.788534877486753,0.0553660401118601,0.060241326289553,53,1.31827678361729,"c"
60,10,6,-0.49815275251012,0.676816241110558,0.0460958206726118,0.100119241826105,38,0,"c"
60,10,6,-0.250919762305275,0.731993941811405,0.950714306409916,0.0161183894015427,5,5.95988773518214,"c"
60,10,6,-0.769890867220442,0.133390964185988,0.609066539279481,0.0213129055916162,7,3.4729668706581,"c"
60,10,6,0.669684297331299,0.744640481679518,0.10479610436987,0.036387144575933,43,0.128060180873061,"c"
60,10,6,0.9780230269512,0.281447301955063,0.549544726844725,0.0237288421820676,12,4.94329699098075,"c"
60,10,6,0.567664701611501,0.249043091515749,0.63483370605273,0.0200858788290065,7,7.15733069372943,"c"
60,10,6,-0.773023056212701,0.728734633501106,0.974483094436457,0.0198588781175324,7,6.579514061113,"c"
60,10,6,-0.965019458137695,0.284861167473918,0.891573267180258,0.0220534318721843,7,6.09510565325423,"c"
60,10,6,-0.398071088288171,0.926335135059176,0.247061831961814,0.0223132573122326,25,12.34747475407,"c"
60,10,6,-0.0107967089239571,0.255473923757211,0.228083104449336,0.015232481388625,4,22.5708394328608,"c"
60,10,6,0.351462831007105,0.343303672542592,0.044712182202946,0.0914205027860506,33,0,"c"
60,10,6,0.646220681419584,0.210770639931294,0.0261179815698673,0.0576725635705098,15,0,"c"
60,10,6,0.693324814420268,0.454875402405753,0.561165540265034,0.0210975899451373,10,5.74639972943403,"c"
60,10,6,-0.159634065718452,0.184876687761452,0.363239496965086,0.0158758562662571,7,13.4467373612952,"c"
60,10,6,-0.813783426656284,0.483859980463646,0.971655919989788,0.0208907663641467,7,6.24834331510702,"c"
60,10,6,0.968383701085153,0.673701624669138,0.333412266014653,0.0275743552069631,28,3.12858095748653,"c"
60,10,6,-0.82530071419565,0.411061070638913,0.230477099551728,0.0307465193841815,34,2.77108473167477,"c"
