original_size,width,height,input_scaling,leak_rate,damping,error,KR,MC,Input_type
60,10,6,-0.165955990594852,0.000114374817344887,0.720324493442158,0.783123455695978,2,0,"c"
60,10,6,-0.128010195715992,0.549662477878709,0.0259262318278913,0.699971493403465,43,0,"c"
60,10,6,0.101595805149151,0.290904738912944,0.708147822618105,0.0732525788921163,5,8.0197018393752,"c"
60,10,6,0.934059678027353,0.972684359964884,0.547232249175722,0.0169206109578394,17,6.42325515409756,"c"
60,10,6,-0.556013657820521,0.206719155339426,0.870732306177376,0.0302055940101632,6,5.71277869633444,"c"
60,10,6,0.785720302872003,0.821229123057832,0.331979805301177,0.0192815472585292,27,8.04905534429253,"c"
60,10,6,-0.847383421252086,0.438409231440893,0.779918792240115,0.0182029772825799,9,6.84288410775941,"c"
60,10,6,0.746858805583632,0.86919454021392,0.968540662820932,0.0182350906224206,8,6.7231984419155,"c"
60,10,6,-0.9792516922286,0.495773293134146,0.501874592148739,0.0183810140250085,16,5.97908917703013,"c"
60,10,6,0.542641286533492,0.633648234926275,0.0207519493594015,0.448140883454951,28,0,"c"
60,10,6,-0.639460622246462,0.463218526498345,0.0194752414876246,0.443352941772627,18,0,"c"
60,10,6,-0.691674315240655,0.263315015185135,0.740049696515405,0.0240871874951336,8,6.65075397696393,"c"
60,10,6,0.55540482114764,0.824278532661369,0.237541220034912,0.0346540600310917,32,11.0352333245353,"c"
60,10,6,0.0278866875453805,0.870427685724813,0.773165052079297,0.18711831708412,4,10.468756841739,"c"
60,10,6,0.697635394537157,0.0543632143064314,0.178895924920998,0.0745580073785237,24,0,"c"
60,10,6,-0.553417841692922,0.550701456581181,0.523163341400676,0.0251014557379841,11,9.70944222699481,"c"
60,10,6,-0.410669994625781,0.191520786947495,0.530586755605294,0.0355684840234502,8,7.5403588757384,"c"
60,10,6,0.300748483479183,0.878601470921552,0.505453373734843,0.0392783365393123,10,10.2555607800226,"c"
60,10,6,-0.804932796501097,0.246937973166327,0.761249716674856,0.0207276093483165,8,6.47289786296052,"c"
60,10,6,0.176261602154548,0.891530729474708,0.897713727909418,0.0508369457546738,6,8.51155840777824,"c"
60,10,6,-0.902550238381745,0.72096634683123,0.289109659789817,0.0172577232703473,33,3.34154817948287,"c"
60,10,6,-0.583078925282315,0.420538035314375,0.481681061763366,0.025652294795515,12,6.29011736369472,"c"
60,10,6,0.0345957676931785,0.765459759396907,0.946962603814814,0.175638272347535,4,8.88814366608284,"c"
60,10,6,0.920034606671837,0.999867292623879,0.699512049949576,0.0156333942813632,12,5.59121309871295,"c"
60,10,6,0.740248273254424,0.278838940701069,0.58227692867256,0.0221180412263852,10,4.89280135513545,"c"
60,10,6,-0.384130094750058,0.768297661537973,0.519391479305301,0.0321378048249185,10,10.1094876003826,"c"
60,10,6,-0.148557178962208,0.73539729019968,0.814583740494553,0.0523939393810729,6,8.71662426457833,"c"
60,10,6,0.458027484578238,0.124967092009241,0.561239602327641,0.0383093478208994,7,6.63933684454793,"c"
60,10,6,0.727519971140166,0.073256388083736,0.284905965227627,0.0418127252538425,15,4.30652654996345,"c"
60,10,6,0.28828707213667,0.663047905335669,0.380748489635117,0.0407777483360959,12,12.2086901935889,"c"
60,10,6,-0.427892356678969,0.770312932218878,0.958105566519,0.0351858427098738,7,6.53300595327754,"c"
60,10,6,0.717778534586079,0.555128777998597,0.37271115497528,0.0202718310680921,20,7.87202225688219,"c"
60,10,6,-0.50297974512454,0.410940802996541,0.449975421050795,0.0272011709704136,12,10.4034707958394,"c"
60,10,6,-0.922876638237181,0.0927037553341333,0.780100460524675,0.0206919583827945,6,2.72987385131414,"c"
60,10,6,-0.0838901035518189,0.231487045035562,0.308349606964912,0.0760120563931991,8,15.2931106061007,"c"
60,10,6,0.457014383191451,0.952180667406014,0.601614212370213,0.0309097665265229,10,9.27557029134064,"c"
60,10,6,0.888993205714614,0.192795028957158,0.464098174304408,0.0167136210505514,13,4.92209467844228,"c"
60,10,6,-0.230453760966512,0.94419963580742,0.859707846590619,0.0496875016383794,6,6.58776201383652,"c"
60,10,6,0.0937783122907094,0.820401879898381,0.797899021282605,0.0596981339528277,5,8.44431977453475,"c"
60,10,6,-0.184625943839428,0.788534877486753,0.0553660401118601,0.601249075785097,54,1.31798892141611,"c"
60,10,6,-0.49815275251012,0.676816241110558,0.0460958206726118,0.367959754437997,39,0,"c"
60,10,6,-0.250919762305275,0.731993941811405,0.950714306409916,0.0491851859937818,6,5.95989116528914,"c"
60,10,6,-0.769890867220442,0.133390964185988,0.609066539279481,0.0240046024492754,8,3.47296863274508,"c"
60,10,6,0.669684297331299,0.744640481679518,0.10479610436987,0.0566242982589863,43,0.128031575567009,"c"
60,10,6,0.9780230269512,0.281447301955063,0.549544726844725,0.0165416900885847,12,4.94331256845728,"c"
60,10,6,0.567664701611501,0.249043091515749,0.63483370605273,0.0306968701489033,8,7.15733126468537,"c"
60,10,6,-0.773023056212701,0.728734633501106,0.974483094436457,0.0178940148483846,8,6.57951408628055,"c"
60,10,6,-0.965019458137695,0.284861167473918,0.891573267180258,0.0171988756316756,8,6.09510601392913,"c"
60,10,6,-0.398071088288171,0.926335135059176,0.247061831961814,0.038544033002715,26,12.3475520616903,"c"
60,10,6,-0.0107967089239571,0.255473923757211,0.228083104449336,0.206599887138019,4,22.5708355816704,"c"
60,10,6,0.351462831007105,0.343303672542592,0.044712182202946,0.538395803968842,34,0,"c"
60,10,6,0.646220681419584,0.210770639931294,0.0261179815698673,0.387955143560308,16,0,"c"
60,10,6,0.693324814420268,0.454875402405753,0.561165540265034,0.0212386438788462,11,5.74643705361455,"c"
60,10,6,-0.159634065718452,0.184876687761452,0.363239496965086,0.0476341313332752,8,13.4467375184616,"c"
60,10,6,-0.813783426656284,0.483859980463646,0.971655919989788,0.017950128230701,7,6.24834359009124,"c"
60,10,6,0.968383701085153,0.673701624669138,0.333412266014653,0.0163437202320016,29,3.12903902443648,"c"
60,10,6,-0.82530071419565,0.411061070638913,0.230477099551728,0.023732770973573,35,2.77134454723112,"c"
60,10,6,-0.269788833954612,0.496060348767789,0.451205915893338,0.0415446428095861,10,10.4095434274062,"c"
60,10,6,0.848070231148851,0.866915076815797,0.157870580534792,0.0303880599087106,36,0.480125581134305,"c"
60,10,6,-0.398253339906762,0.323182676968219,0.186945816341878,0.0398256951226609,26,11.0686222868072,"c"
60,10,6,0.648938951826564,0.877326768207053,0.1813497324972,0.0360197420349735,42,4.01087984027871,"c"
60,10,6,-0.932490579153583,0.846085097280883,0.489107507965585,0.0169657831791648,19,6.6937387280399,"c"
60,10,6,0.107882045001173,0.0481267725800767,0.396247893705367,0.140350413335854,4,9.3054938367637,"c"
60,10,6,-0.24180294913246,0.595592512657122,0.567098167179614,0.0430803714671967,8,8.60488430989584,"c"
60,10,6,-0.562709899705588,0.287125277339703,0.0314027195025806,0.526316695380623,28,0,"c"
60,10,6,-0.691424843737448,0.362685466176888,0.133699560700066,0.0409385533352336,39,0,"c"
60,10,6,0.0917028598699572,0.685892586566579,0.858856610591359,0.0666259548019049,5,7.8862046996083,"c"
60,10,6,-0.481257060103113,0.582030342126604,0.0433610511619003,0.398286636417424,39,0,"c"
60,10,6,-0.407501676655133,0.350252525223411,0.809067715673327,0.039568259528466,6,6.47880693985458,"c"
60,10,6,0.854961077237917,0.584631272595553,0.872426294409216,0.0170980123464344,8,6.73080156424924,"c"
60,10,6,-0.628849450362921,0.83189619863717,0.38659930304207,0.0232758952153999,20,8.52911832152565,"c"
60,10,6,-0.786523595489379,0.534962617391087,0.684342633278687,0.0182448916677447,10,5.07222522679445,"c"
60,10,6,0.285379831572158,0.51189798245863,0.538620930968947,0.042125917569515,9,8.99179916320431,"c"
60,10,6,-0.595595413139517,0.860537239237031,0.784547604110561,0.0229281535507717,9,7.50915895121846,"c"
60,10,6,0.137880440238491,0.888110669900257,0.0659642275894424,0.593162241068548,54,2.80536819414989,"c"
60,10,6,-0.378340400487289,0.334752624571525,0.81898722071885,0.0416631304607338,6,6.24343396485832,"c"
60,10,6,0.838218063598364,0.753712229729177,0.642195599923855,0.0168888318021158,12,5.73653919069338,"c"
60,10,6,-0.903637544999525,0.798696067903802,0.680963013867718,0.0159508085451678,12,5.48670934482402,"c"
60,10,6,0.00133625268076232,0.500782525642232,0.468067425948115,0.229284004485065,1,12.6851688515018,"c"
60,10,6,0.0438314330005096,0.26986897107295,0.699406367014664,0.176170615466075,4,10.3640966008125,"c"
60,10,6,-0.289161764389527,0.93310644228157,0.340848876689302,0.0410463321379363,15,13.6351027891851,"c"
60,10,6,-0.449548660397325,0.62389921233538,0.63923076092527,0.0313026663180583,9,8.52341828112402,"c"
60,10,6,-0.48591514578972,0.663641757569116,0.683787583071072,0.029423049327431,9,7.95982206433714,"c"
60,10,6,-0.907918012737029,0.242318267491405,0.370242316115599,0.0193249059360652,19,1.96018094253125,"c"
60,10,6,0.240747629106512,0.298244841758729,0.508953068645407,0.0450425794831223,7,8.06200219913805,"c"
60,10,6,-0.594786092742219,0.152637743300246,0.207093104060973,0.036015310205392,24,7.07278154948009,"c"
60,10,6,0.312528370465914,0.970876034993816,0.954901376913228,0.0420114119888476,7,6.42571978606773,"c"
60,10,6,0.295102098706047,0.528341380152239,0.50714968821308,0.0409448506918852,9,9.60868711843652,"c"
